0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499
69,65,60,14,40,47,90,62,65,50,37,11,6,83,94,74,64,39,85,44,70,73,87,48,33,41,13,38,29,5,5,80,50,33,26,0,66,58,5,81,94,20,70,63,25,9,69,20,49,46,57,26,5,92,82,18,18,18,34,74,21,51,18,0,4,37,66,86,96,100,57,3,68,99,2,55,45,39,92,30,37,41,100,34,66,45,52,17,31,32,0,2,58,76,18,34,6,46,1,48,0,78,66,57,71,94,62,0,100,1,17,82,83,58,0,4,56,100,5,14,24,66,67,45,1,73,33,0,71,45,71,48,47,99,69,52,34,35,98,20,44,2,2,85,9,67,55,81,28,0,26,30,19,70,60,97,85,28,38,0,0,51,17,24,27,17,12,94,13,86,79,88,32,87,71,31,77,80,9,78,29,7,27,31,0,36,17,11,70,20,43,93,56,92,38,100,47,46,78,50,72,66,13,48,87,48,43,77,85,28,0,54,32,35,91,63,0,50,97,93,10,68,71,91,21,33,3,26,76,45,11,39,21,18,32,94,50,24,67,38,0,23,56,17,42,9,20,12,95,96,58,84,4,44,85,94,3,88,67,52,46,58,100,33,26,26,0,62,59,77,65,36,57,21,32,42,16,87,0,92,8,23,75,0,40,62,13,66,83,97,38,87,78,19,100,34,45,17,4,0,33,7,11,59,67,50,58,5,0,57,64,66,26,35,62,53,25,41,25,75,58,46,43,79,86,78,95,84,21,79,15,28,44,90,84,47,98,41,28,1,65,3,98,73,68,31,14,60,23,36,12,44,32,88,66,80,46,0,41,13,0,7,0,97,1,73,36,23,48,19,32,86,97,69,72,63,97,44,36,97,24,74,48,99,0,11,91,46,0,78,79,36,54,91,2,86,82,97,78,85,49,65,3,97,47,94,15,70,81,52,64,85,7,48,39,64,83,71,56,53,65,28,27,40,14,6,75,0,98,3,77,79,59,25,68,82,17,21,14,29,67,0,51,37,85,25,54,83,45,29,17,50,35,92,30,51,89,83,97,48,57,30,3,97,68,51,52,82,20,37,47,92,46,81,86,97,84,22,45,1,78,33,62,0,14,83,76,14,0,11,0,74,71,65,35,36,74,30,40,24
29,30,73,56,80,31,0,6,61,22,23,45,83,0,48,94,25,19,47,54,45,87,0,27,41,46,60,64,4,42,38,10,76,0,13,84,5,52,70,52,5,49,52,38,0,42,88,4,80,47,48,75,52,11,2,9,31,67,8,93,81,6,0,26,41,0,9,98,86,10,57,40,63,16,51,80,4,8,7,54,80,99,10,85,47,1,74,37,36,20,54,23,79,90,55,60,91,99,61,73,31,18,49,81,49,3,95,49,82,54,94,21,59,17,40,0,74,62,68,20,88,73,4,97,43,85,49,0,0,92,36,96,27,48,84,63,20,0,84,56,65,8,71,0,1,45,8,58,0,53,40,24,0,15,69,35,0,43,86,60,2,25,3,48,13,20,0,34,11,96,0,0,43,81,9,63,59,39,71,51,18,71,37,74,16,6,49,71,31,9,37,37,50,66,71,6,24,0,13,30,65,23,81,82,44,5,18,0,24,55,43,50,8,62,61,22,100,39,88,93,26,76,55,85,97,0,86,61,67,5,25,92,90,87,29,90,12,3,34,28,0,75,65,86,94,63,27,75,71,46,94,36,29,90,34,84,56,51,0,85,48,56,49,88,0,54,62,0,99,45,15,0,81,53,78,83,91,10,33,59,65,66,29,27,67,91,60,6,35,26,5,33,76,61,0,80,15,15,6,63,42,39,33,6,0,23,43,45,79,74,97,0,68,14,81,9,12,28,0,2,78,34,55,69,16,0,73,40,14,0,28,76,32,78,57,11,11,26,35,42,28,0,84,13,53,52,64,11,20,12,54,94,16,8,35,51,61,9,58,85,43,14,13,36,62,21,89,37,41,71,0,49,70,0,93,57,48,97,74,75,64,35,72,9,66,36,36,91,76,31,36,98,52,48,13,32,7,74,77,34,94,69,87,12,89,42,27,68,15,59,50,89,38,58,85,66,8,50,91,14,30,47,75,76,0,26,30,34,34,27,39,48,55,40,21,97,0,82,12,54,17,39,9,96,55,5,0,84,78,44,81,87,12,66,47,22,79,15,82,29,54,61,82,96,89,61,0,7,96,17,88,25,98,12,47,5,33,2,52,94,49,9,22,17,48,0,66,45,24,72,50,72,93,9,79,97,6,53,98,40
14,73,62,0,5,19,8,57,45,0,41,23,0,83,76,45,4,23,46,65,70,46,93,15,95,78,6,57,98,58,0,100,94,19,87,80,59,40,56,24,0,5,76,0,83,80,88,39,0,0,32,55,37,73,94,0,83,85,60,18,94,50,0,70,32,81,78,76,14,93,80,14,7,72,89,0,66,78,96,92,78,71,0,77,93,46,79,74,81,20,32,0,12,73,44,86,25,74,76,0,0,0,70,74,23,19,94,0,28,87,0,36,21,89,66,0,39,24,0,74,68,4,98,70,36,35,50,0,15,60,27,98,26,39,81,8,46,12,61,69,46,20,56,0,19,61,30,5,51,22,22,68,36,41,18,0,1,37,56,98,98,99,1,66,26,28,79,100,52,27,41,2,2,0,35,0,0,0,0,3,63,25,60,33,84,42,19,21,69,45,55,13,70,45,96,68,32,71,6,43,64,67,12,84,15,37,77,87,83,0,2,40,14,6,44,57,51,99,3,15,97,70,8,24,34,34,16,58,86,42,39,69,36,71,52,33,95,85,69,74,43,70,23,7,16,34,25,20,13,94,0,46,54,25,18,69,20,73,2,81,0,48,13,0,3,64,59,99,0,78,26,57,77,0,74,52,93,13,35,45,47,66,34,50,46,62,36,21,90,92,9,0,0,82,86,0,28,67,99,15,56,26,97,81,78,1,77,5,11,65,66,57,72,25,60,0,11,85,77,33,0,3,55,71,45,49,17,46,95,46,11,0,86,99,40,29,0,94,54,82,12,18,89,35,26,21,56,81,11,61,24,0,58,88,72,72,37,10,61,98,8,1,0,60,36,55,0,100,86,75,64,37,39,5,100,6,55,0,27,93,68,65,54,13,96,48,34,72,0,58,80,61,30,0,44,11,36,24,92,97,90,45,94,47,97,47,97,87,0,59,70,28,0,27,15,19,94,16,83,9,26,85,87,79,51,0,74,0,73,41,24,41,93,51,37,27,88,96,96,44,40,97,39,71,86,22,2,81,69,22,0,0,23,13,66,1,84,64,5,91,15,12,48,83,10,99,26,28,7,43,86,13,36,0,0,30,0,27,59,79,56,49,96,86,15,94,36,73,55,58,54,45,74,0,62,79,92,0,0,0
53,24,11,55,35,15,52,61,10,89,59,43,76,18,19,58,0,43,39,24,88,12,65,85,69,51,0,33,0,92,52,68,68,2,49,0,90,42,2,38,32,0,85,89,16,0,28,12,74,45,0,62,74,51,0,6,24,66,76,93,20,89,71,0,7,56,0,88,0,77,17,0,71,8,24,76,50,15,94,19,0,0,15,43,78,82,70,10,85,44,91,3,97,43,2,39,0,0,10,18,0,1,95,53,0,0,40,0,72,91,25,5,0,89,0,23,78,95,14,100,29,0,0,19,82,8,55,0,41,0,35,43,40,0,39,97,0,59,57,37,79,88,0,69,4,0,4,11,40,0,44,3,27,0,62,72,47,55,24,0,0,17,0,0,72,54,87,0,0,35,19,54,0,34,29,81,82,53,15,53,34,80,47,28,0,58,6,88,79,0,92,68,24,79,35,52,97,39,47,32,98,0,80,36,12,3,24,6,57,26,69,0,72,45,97,54,0,55,0,46,0,0,17,63,56,67,90,27,23,88,22,11,44,19,88,47,93,0,84,20,26,37,0,56,6,64,56,82,64,56,90,20,0,45,51,51,16,73,7,0,48,21,13,27,70,0,77,45,78,0,0,57,67,41,69,69,0,83,0,4,53,13,0,0,8,47,0,0,10,42,0,30,44,22,9,67,0,0,83,0,0,81,78,62,29,39,96,77,23,1,52,77,13,25,59,35,98,85,69,15,93,45,40,38,32,17,19,2,0,15,85,71,12,80,3,0,66,0,0,48,6,34,0,14,35,82,0,77,0,85,0,89,29,75,83,45,77,16,61,39,0,57,0,27,0,85,3,79,74,34,88,57,0,53,9,0,90,34,78,87,45,75,0,63,0,48,90,56,0,22,46,28,0,87,2,50,1,0,0,58,23,0,22,92,66,81,0,63,6,77,16,83,14,0,36,49,44,26,97,0,71,72,22,28,9,5,0,0,98,0,57,45,0,83,4,49,46,44,0,56,49,0,52,77,17,23,0,33,12,18,31,71,83,54,0,0,0,74,88,70,73,67,30,27,0,99,32,0,0,97,50,51,44,76,94,0,32,49,0,15,32,0,13,0,0,34,10,94,0,63,0,88,4,55,78,73,37,21,67,49
0,0,82,0,0,42,0,16,55,0,62,0,39,0,3,45,55,20,34,31,0,0,0,0,11,0,8,2,47,0,1,38,93,0,0,13,77,14,81,0,58,6,0,83,0,34,54,0,44,35,0,80,79,0,53,27,0,19,94,0,96,45,0,0,3,0,70,0,19,0,17,62,0,21,0,82,54,0,17,0,0,37,0,27,0,98,67,57,0,80,97,0,51,20,0,62,74,75,0,45,30,75,0,0,96,42,38,15,5,0,50,21,0,49,49,0,26,0,71,77,90,49,34,0,49,35,0,83,0,34,15,0,50,53,0,40,93,0,0,75,40,90,65,0,21,0,83,42,0,37,20,22,0,72,70,36,0,47,12,40,61,53,0,91,93,98,0,53,51,11,30,0,13,85,29,14,0,0,20,0,18,35,4,19,0,35,56,0,87,99,64,56,3,0,1,14,80,0,44,73,0,29,54,0,86,26,23,0,75,0,57,40,24,0,64,0,86,0,81,6,59,8,25,5,89,49,57,80,43,61,0,0,0,18,0,14,0,20,12,26,0,16,27,12,47,0,0,46,0,0,0,85,0,0,0,0,54,87,0,0,93,65,19,56,0,27,65,15,26,0,0,0,32,86,0,58,28,98,63,17,2,64,77,18,5,80,46,65,58,90,81,0,44,93,0,20,74,85,66,0,16,72,53,22,0,46,91,10,36,9,0,0,62,0,28,46,0,0,0,55,89,0,83,55,41,0,66,37,0,0,69,0,35,31,65,48,5,7,84,0,0,0,0,40,85,83,32,54,7,56,65,0,0,58,0,66,62,0,0,0,28,87,23,95,0,23,72,10,0,57,83,65,36,75,21,40,55,12,70,0,2,69,68,72,66,66,29,0,51,0,43,49,57,48,24,38,81,73,28,77,0,40,0,16,3,54,42,13,0,43,56,53,81,0,90,69,83,70,0,65,28,88,40,49,75,0,0,66,78,85,91,12,66,46,0,17,0,69,51,0,0,0,52,0,25,67,58,0,0,5,74,33,9,6,0,77,42,53,63,12,31,11,78,89,0,64,0,100,6,3,90,55,0,0,3,29,24,18,0,47,76,63,0,43,30,0,29,47,27,63,16,0,33,98,0,0,23,0,12,20
28,38,0,42,0,17,100,44,98,17,0,75,0,42,0,0,0,18,0,0,97,67,1,55,88,61,0,63,18,40,0,4,0,92,47,0,0,25,0,81,39,0,78,0,98,86,55,38,0,0,76,96,48,89,0,0,12,0,69,8,0,0,24,0,0,28,0,36,79,26,58,0,86,0,19,0,70,94,62,59,38,0,79,73,31,0,0,27,87,55,0,0,99,4,45,8,0,0,21,0,0,57,75,90,0,23,26,0,0,56,0,0,88,0,0,23,0,65,0,7,68,0,4,72,5,8,88,0,1,0,0,85,0,0,63,28,0,34,31,89,1,5,0,54,72,36,43,0,71,0,0,0,10,0,0,0,100,0,91,0,0,0,65,0,0,4,38,0,91,39,1,3,0,0,21,0,0,0,0,10,78,49,84,96,0,0,0,70,42,0,77,45,41,41,0,0,23,50,91,5,20,0,82,48,63,0,43,62,16,97,13,15,9,48,0,44,0,57,0,0,0,0,0,47,0,0,37,71,0,33,1,85,19,74,77,77,77,0,0,0,63,55,0,51,50,70,90,57,61,27,39,75,49,72,98,14,9,0,84,26,0,0,0,0,45,3,36,0,57,57,0,0,40,0,60,0,69,0,0,61,68,14,0,0,0,100,0,83,69,78,0,46,0,37,53,1,28,0,30,0,45,0,0,0,4,61,56,80,25,42,0,22,0,64,1,0,38,34,47,98,0,29,0,0,39,69,0,0,44,66,13,0,0,59,40,0,0,20,0,20,19,13,58,37,89,83,0,0,0,38,0,42,19,0,62,0,0,91,15,80,0,0,0,52,56,10,0,36,97,26,0,14,0,0,58,0,5,0,44,95,0,10,0,37,0,54,96,21,0,39,0,68,0,0,8,0,0,60,0,0,7,0,85,55,84,34,8,70,7,0,26,0,0,85,0,0,61,13,37,0,64,0,0,21,0,69,50,0,79,60,0,0,97,50,22,0,15,0,0,85,71,12,0,70,32,89,0,24,5,17,0,0,23,0,25,0,79,16,52,0,0,0,90,48,84,92,95,0,0,99,0,0,32,0,0,0,0,0,75,79,6,0,34,0,0,94,0,72,0,78,0,59,0,0,83,18,2,0,68,0
80,5,45,0,54,30,2,85,10,0,15,30,46,48,67,49,76,46,94,24,59,2,27,79,12,35,70,32,99,70,100,9,72,31,46,49,48,41,91,62,17,100,52,53,1,49,65,82,38,62,50,65,72,77,23,30,99,72,74,21,53,79,99,74,46,71,60,42,76,77,22,3,69,60,88,21,28,41,44,19,27,99,0,100,82,42,48,19,41,40,96,0,85,89,97,6,72,20,65,84,15,71,74,5,4,9,44,75,4,88,87,95,62,58,37,22,53,59,30,57,14,95,49,57,66,22,48,3,51,17,51,92,52,90,61,62,34,4,58,11,0,99,6,76,37,9,27,43,72,4,67,60,7,58,79,46,79,58,58,51,23,73,82,41,98,17,99,34,77,26,96,29,19,25,1,84,0,0,39,81,85,58,78,63,39,81,16,84,0,45,38,74,100,50,0,37,1,74,90,83,76,99,70,83,27,32,8,1,65,0,84,61,83,51,89,78,55,68,30,81,88,45,32,57,25,62,11,27,86,42,89,73,0,24,26,40,19,51,49,66,30,18,75,71,18,75,21,9,19,27,80,44,51,10,60,24,29,80,62,49,31,90,16,91,18,57,57,81,77,67,32,40,0,13,65,24,76,55,65,50,78,58,70,90,35,76,9,83,68,36,56,22,0,67,36,1,55,78,13,1,15,28,82,24,9,94,57,87,5,13,98,31,16,70,47,36,77,24,50,97,99,10,65,6,22,94,54,56,23,34,73,0,9,89,7,80,35,38,79,63,56,80,55,16,68,70,19,64,64,30,15,51,28,44,37,69,22,98,70,16,13,58,81,42,70,54,12,25,91,97,70,27,79,42,61,58,100,97,79,28,41,63,11,90,89,45,25,8,80,92,40,13,44,91,54,60,65,78,5,84,30,11,38,14,10,85,69,30,16,80,21,27,29,60,4,19,94,29,32,36,60,97,95,37,91,0,64,40,39,33,43,32,73,77,92,12,91,50,99,48,67,55,97,5,25,91,71,3,19,13,95,52,99,33,26,23,54,59,0,32,96,20,83,30,50,100,39,11,15,84,63,41,23,0,78,73,3,80,93,41,68,27,87,13,71,88,13,100,16,45,39,79,3,74,40,82,42,0,68,49
83,74,41,31,55,62,0,9,62,7,32,71,14,0,77,72,40,84,54,0,71,77,0,0,20,83,0,17,0,45,77,94,92,0,0,0,76,7,59,40,64,83,64,96,0,0,71,0,28,68,0,56,62,0,55,93,68,7,72,39,11,100,0,0,57,60,35,0,0,13,29,0,57,89,71,74,49,0,40,20,0,0,46,54,99,81,16,87,0,11,39,5,84,51,20,12,0,24,8,35,16,67,92,91,0,9,98,65,16,0,68,18,0,31,0,0,58,68,9,81,56,24,0,4,69,2,0,59,0,0,94,19,78,17,2,9,71,0,0,83,37,60,86,80,79,0,33,29,76,0,66,83,0,0,59,49,74,20,17,0,90,68,0,0,7,95,31,64,0,84,19,0,73,85,20,30,21,51,52,0,94,70,3,44,0,70,68,86,49,77,97,70,11,0,80,7,33,0,18,47,16,41,50,0,97,19,82,0,70,88,25,0,59,28,7,0,0,86,0,55,96,77,58,74,44,8,36,53,51,79,0,70,96,80,85,88,95,61,58,14,22,15,73,57,42,14,4,1,30,47,84,64,0,0,0,95,42,82,1,0,3,75,73,32,0,0,21,53,0,41,86,0,13,0,17,18,0,83,0,47,44,35,44,0,13,85,58,0,80,73,0,21,38,88,17,68,0,36,26,0,0,52,41,13,0,32,9,96,52,86,81,0,9,47,43,96,27,55,0,6,54,7,27,55,67,0,80,62,0,0,5,12,16,31,84,6,42,34,21,95,70,0,0,93,95,24,83,26,1,12,57,32,9,96,9,53,82,91,0,44,0,35,18,77,0,11,31,60,52,30,88,12,0,63,94,0,94,3,28,21,28,48,50,36,0,14,0,64,72,15,84,18,0,19,23,89,68,64,39,96,83,43,61,84,69,96,0,39,30,28,61,86,15,0,94,86,28,1,17,15,35,81,7,10,50,11,0,75,69,0,51,80,0,78,0,24,0,7,0,0,39,0,78,0,69,10,0,76,96,22,8,15,24,41,0,2,10,34,40,9,46,94,55,25,21,26,0,51,71,81,83,96,35,31,16,43,80,18,0,63,80,47,0,0,69,0,76,91,0,59,0,0,9,73,21,19,59,9,74,97
43,36,72,32,11,27,40,93,34,18,63,64,69,13,35,90,0,90,13,35,66,33,8,21,74,99,0,88,0,78,50,67,26,97,37,0,80,31,69,16,99,0,54,76,76,0,51,82,23,0,0,26,51,84,0,11,52,0,47,78,85,5,81,0,2,34,0,3,0,43,62,0,27,29,42,8,16,0,34,37,0,0,5,72,60,29,26,38,13,54,9,54,94,80,57,66,0,0,5,0,0,46,94,69,0,0,91,0,38,71,76,8,0,0,0,43,93,27,43,77,1,0,0,56,67,65,0,0,100,0,0,15,34,0,56,96,0,5,99,51,80,6,0,27,17,0,60,36,89,0,100,49,81,0,53,99,21,0,23,0,0,0,0,0,62,69,21,93,0,20,61,11,0,81,81,26,89,86,96,100,56,70,14,59,0,40,27,98,6,0,29,55,90,51,63,66,97,49,17,22,98,0,50,78,37,4,34,24,90,77,26,0,50,38,4,59,0,4,0,82,0,0,98,51,3,16,61,64,56,75,41,53,66,92,92,10,79,0,46,31,67,48,0,13,74,23,15,88,69,46,31,32,0,100,84,96,34,72,65,0,5,29,93,4,60,0,32,78,74,69,0,60,65,17,0,2,0,34,0,68,25,86,91,0,6,90,0,0,13,13,0,32,64,53,30,5,0,0,22,0,0,20,17,30,65,40,95,85,9,57,52,86,36,2,33,88,63,40,92,57,93,26,21,25,58,45,91,5,0,35,66,69,45,5,60,0,42,87,0,31,11,72,0,85,5,78,0,71,0,37,0,64,90,92,43,50,65,23,53,84,0,21,0,91,0,39,11,94,91,79,72,39,0,59,84,0,53,76,72,92,9,9,0,96,0,19,56,10,0,35,1,19,0,73,100,32,0,0,0,4,38,0,20,27,22,90,0,25,60,27,100,78,10,0,0,29,91,38,92,0,76,15,83,80,68,70,0,0,50,0,85,0,0,87,99,19,84,63,0,82,68,0,66,45,27,31,0,12,15,13,59,98,66,66,0,0,0,65,90,97,11,0,92,86,60,92,69,0,0,0,65,29,22,51,0,0,0,29,0,71,38,0,65,0,0,28,0,6,0,58,0,94,91,83,83,27,64,46,98,0
55,31,71,66,72,19,0,17,9,51,4,40,21,86,15,75,28,26,97,15,30,0,38,83,31,75,35,11,71,81,63,100,16,44,68,18,100,36,48,20,14,12,23,38,0,30,38,36,8,72,36,92,32,54,26,92,31,58,59,6,1,47,72,13,74,95,81,25,26,70,67,40,70,18,41,88,91,85,26,78,56,86,69,82,66,61,89,76,34,19,10,78,60,87,93,7,20,38,42,5,50,71,29,1,38,14,78,29,85,35,64,99,79,9,64,74,88,14,37,89,9,91,11,41,88,33,58,42,65,52,61,18,100,29,96,54,4,8,8,77,42,17,42,74,6,15,43,90,27,36,13,99,12,63,20,18,6,79,8,60,54,16,52,55,70,34,67,42,93,50,81,69,82,96,21,79,50,100,0,56,73,31,75,40,38,21,13,81,67,60,89,2,87,46,37,47,95,80,4,3,55,6,69,21,65,84,87,97,16,43,37,84,54,63,55,100,39,80,78,28,87,18,37,72,3,74,94,15,0,82,79,11,29,62,13,1,23,99,52,69,99,28,23,53,46,29,19,84,20,21,15,0,71,57,10,40,31,85,52,60,30,38,93,67,0,65,42,83,52,69,58,0,24,18,2,0,73,62,94,98,86,56,70,8,98,26,5,70,60,4,68,96,29,2,95,17,83,31,80,99,13,5,56,35,6,32,52,21,7,49,6,16,61,46,4,96,37,67,23,61,88,65,21,26,12,82,84,46,45,96,9,71,7,3,98,37,13,32,51,96,61,5,92,60,25,82,9,1,73,56,73,23,74,99,37,5,58,21,0,47,79,55,2,57,62,39,47,55,61,66,27,20,36,91,59,16,90,30,87,89,4,81,37,100,0,4,13,50,97,4,51,73,65,72,85,90,14,100,52,39,70,75,71,66,69,44,37,22,26,73,31,24,65,99,91,90,93,37,70,78,22,87,51,31,91,17,4,59,94,87,51,12,29,64,85,53,1,7,42,86,66,91,18,50,39,79,28,91,40,31,35,91,73,73,71,30,22,54,0,53,85,92,2,7,72,27,31,22,5,4,89,44,46,66,32,85,11,31,7,51,76,31,57,35,58,31,95,12,22,13,67,83,68,39,33,89,54,73,58,45
0,15,19,0,0,54,60,80,16,0,49,35,0,1,23,7,6,21,87,87,0,94,92,98,9,47,18,56,78,92,0,70,40,94,68,96,0,55,0,15,97,99,53,0,53,84,100,62,0,0,1,64,72,87,16,0,83,0,51,0,9,95,65,22,23,11,24,10,81,0,19,53,80,90,83,0,31,70,77,80,9,84,0,12,78,0,78,0,52,35,79,0,1,0,54,4,2,62,0,0,0,0,82,5,78,6,76,0,18,46,0,76,79,79,91,0,91,62,0,91,5,60,96,78,30,27,7,0,32,77,25,89,59,47,0,0,61,56,38,62,0,9,8,0,60,78,99,98,0,83,0,26,17,77,26,0,63,57,96,72,33,1,99,59,98,0,0,82,31,9,0,38,34,0,28,0,0,0,0,48,1,83,90,71,96,64,54,9,11,97,11,90,1,44,0,0,74,58,4,16,37,66,0,19,12,24,4,30,43,0,45,40,5,0,4,76,82,0,64,40,62,97,0,38,24,14,44,89,84,5,92,60,74,62,0,39,15,43,12,39,0,45,39,29,72,61,0,92,13,99,0,94,5,14,56,2,53,83,10,58,0,21,33,0,72,21,16,91,93,0,28,69,76,0,0,73,0,33,57,0,73,21,52,27,93,87,27,79,57,5,64,0,0,37,67,0,95,11,68,27,51,6,32,94,61,32,42,72,98,54,10,42,56,5,81,0,72,94,11,37,0,0,0,57,31,64,0,0,21,60,89,0,36,0,60,82,0,60,1,22,0,21,4,92,56,39,13,24,25,43,89,0,8,32,45,32,0,4,44,7,67,98,0,73,10,21,0,60,28,6,97,79,12,7,44,22,27,0,7,86,42,0,28,70,50,45,68,0,0,19,64,10,75,0,14,0,38,74,93,77,87,26,43,64,40,91,99,25,0,47,0,95,0,85,77,0,53,18,0,43,3,33,33,27,9,0,41,0,91,76,0,74,53,98,62,96,46,49,45,27,85,53,0,6,10,87,89,2,99,52,0,0,75,4,4,44,4,16,60,81,51,80,54,71,0,90,59,14,57,0,28,60,81,0,0,1,0,63,19,9,22,23,40,24,58,28,67,25,79,43,36,94,96,0,0,0,25,0,95,0
30,12,28,13,63,78,0,27,25,34,7,67,71,0,70,12,90,32,46,14,88,80,0,0,18,50,45,91,70,12,70,99,72,0,26,32,82,75,92,54,16,20,40,64,0,69,28,0,11,34,0,58,28,44,66,23,27,79,85,75,55,14,0,0,31,82,1,52,43,17,54,70,60,4,30,54,74,0,66,59,79,55,90,9,90,61,71,13,47,24,66,27,4,94,56,100,21,78,41,58,47,30,16,56,55,89,44,48,72,43,20,97,26,70,17,0,87,2,82,86,8,71,14,53,80,87,88,33,0,78,95,54,54,93,95,85,0,0,60,37,39,6,89,50,54,0,94,54,57,0,70,92,0,29,51,59,58,96,73,71,34,48,0,6,2,57,69,97,97,77,39,0,1,93,68,77,59,79,38,18,97,74,10,84,0,66,22,30,21,76,99,26,79,21,32,99,64,0,75,67,40,28,34,17,92,33,76,0,27,85,63,82,67,25,90,45,100,9,9,18,36,64,28,29,38,64,26,87,35,27,0,51,22,89,13,64,65,28,8,64,73,79,8,14,15,36,17,55,7,63,93,21,0,91,0,7,94,74,40,0,64,31,23,53,0,37,87,10,13,83,98,0,55,83,34,62,33,0,0,64,81,47,45,0,1,19,11,15,73,7,19,34,74,72,14,31,20,90,82,0,91,68,51,37,0,30,70,89,8,95,76,0,89,67,71,47,13,84,0,84,73,83,59,58,95,0,92,9,47,0,82,22,67,82,8,77,31,79,35,55,56,0,0,6,10,96,26,14,49,0,95,65,42,25,84,22,47,51,0,81,0,24,77,90,0,37,48,89,13,98,70,71,29,69,48,2,16,88,62,64,81,16,27,3,0,98,23,68,40,8,86,58,48,89,29,35,65,68,6,56,91,37,49,12,7,38,97,27,94,67,85,78,100,0,62,80,96,57,48,7,55,85,89,36,49,43,73,84,81,81,43,76,0,79,82,90,0,56,24,36,96,0,53,97,44,41,69,73,60,86,90,16,15,89,0,80,99,12,7,46,78,40,24,22,8,29,0,85,11,72,26,13,21,79,100,100,95,60,0,51,87,100,0,0,74,0,20,95,87,62,0,55,7,54,85,12,69,34,41,3
0,3,14,0,0,54,96,67,81,0,51,0,0,0,0,66,0,36,85,0,0,48,42,13,0,0,15,95,83,70,0,94,96,0,83,19,0,67,0,23,0,16,0,0,0,2,0,70,0,0,51,62,97,95,19,0,0,14,43,0,63,82,89,30,20,0,35,76,84,0,51,49,0,43,73,0,0,72,55,5,93,2,0,14,0,0,70,0,84,96,21,0,38,0,13,49,69,56,0,0,0,0,0,0,32,19,14,0,16,69,0,71,14,69,13,50,58,0,0,26,75,60,13,19,0,43,41,0,27,39,88,0,72,71,0,0,80,0,13,13,0,0,74,0,63,86,0,33,0,96,0,0,0,64,16,0,0,83,30,3,39,79,2,0,47,0,0,62,29,55,0,49,90,0,52,0,0,0,0,68,0,54,22,1,44,61,43,0,0,100,0,3,70,18,0,0,18,20,7,60,0,81,0,55,0,44,0,0,55,0,6,79,0,0,63,2,13,0,41,25,50,27,0,22,0,0,0,96,75,0,84,56,0,54,0,3,0,25,47,92,0,77,11,82,32,51,0,23,0,0,0,34,80,23,78,57,0,50,0,100,0,99,59,0,0,41,0,33,35,0,63,0,65,0,0,94,57,0,0,0,15,90,17,58,90,0,40,85,39,60,89,0,0,85,0,0,23,79,0,78,21,97,51,76,67,0,24,27,0,0,0,0,40,53,12,0,0,20,0,0,0,0,0,0,27,0,0,0,21,0,0,0,16,0,53,56,0,35,51,9,0,0,84,0,98,58,33,17,77,85,45,0,78,32,0,1,0,0,52,73,64,0,0,0,92,71,0,5,0,60,28,14,24,0,56,98,25,0,27,62,59,0,21,57,68,0,37,0,0,0,0,95,33,0,96,0,11,78,78,83,55,83,0,31,42,15,79,0,0,49,0,93,0,35,37,0,95,0,0,31,87,98,29,33,96,0,14,71,0,54,0,61,87,93,38,40,0,0,82,89,21,96,0,17,28,40,40,70,0,58,0,0,52,96,59,36,10,29,39,64,37,49,0,42,0,20,0,74,26,0,0,78,0,0,0,64,0,7,81,51,40,71,13,16,31,0,15,67,33,54,95,87,5,0,0,0,95,0,51,0
